index,Name,Platform,RatingOutOf20,Publisher,Year,Classification,Description,Genre
3013,Sea Monsters: A Prehistoric Adventure,DS,5/20,DSI Games,2007.0,+3 ans,"If there is one thing that must be recognized about the DS, it is its ability to accommodate the most improbable concepts. A simulation of prehistoric underwater life coupled with an Animal Crossing-style collection game, Sea Monsters is an atypical title to say the least. It’s a shame that he didn’t give himself the means to achieve his ambitions, both in terms of gameplay and production.",Adventure
3014,Second Sight,PS2,16/20,Codemasters,2004.0,+16 ans,"Everything seemed to disappear in an opaque oscillating reality, fragments of the sensible world came back to me through incessant shocks, violent returns to a murky and uncertain past. For a moment it seemed as if my natural capacity for distinction was coming back to me. Bodies littered the ground, statues miming excruciating pain. At first I didn't understand the meaning of all this. But my reason opened my eyes and showed me as I should be now. Why was I so angry? Who was this John Vattic?",Adventure
3015,Secret Agent Clank,PS2,12/20,Sony Computer Entertainment,2009.0,+7 ans,"Like Daxter in his time, Clank decided to stand on his own two feet and imitate Ratchet by becoming a man, or rather a robot, on the ground. The emancipation of this pile of bolts is not, however, the result of a bickering with his lifelong friend. Quite the contrary. Clank dons the costume of a secret agent to discover the underside of a dark story that catapulted the Lombax behind bars...",Platform
3016,Secret Agent Clank,PSP,13/20,Sony Computer Entertainment,2008.0,+7 ans,"Like Daxter in his time, Clank decided to stand on his own two feet and imitate Ratchet by becoming a man, or rather a robot, on the ground. The emancipation of this pile of bolts is not, however, the result of a bickering with his lifelong friend. Quite the contrary. Clank dons the costume of a secret agent to discover the underside of a dark story that catapulted the Lombax behind bars...",Platform
3017,Secret Files: Tunguska,DS,14/20,Deep Silver,2008.0,+12 ans,"At the end of 2006, Secret Files: Tunguska created a surprise in the small world of adventure games. Despite a certain lack of soul, it had enjoyed its small success among point'n click enthusiasts. Proof of this enthusiasm, a sequel is already planned for PC in September, while the original episode is now being ported to Nintendo consoles. While waiting for Secret Files 2, let's first look at the DS adaptation of the first part.",Adventure
3018,Secret Files: Tunguska,Wii,15/20,Koch Media,2008.0,+12 ans,"At the end of 2006, Secret Files: Tunguska created a surprise in the small world of adventure games. Despite a certain lack of soul, it had enjoyed its small success among point'n click enthusiasts. Proof of this enthusiasm, a sequel is already planned for PC, from September if all goes well. While waiting for Secret Files 2, let's take a look at the Wii adaptation of the first part.",Adventure
3019,Secret Files: Tunguska,PC,14/20,DreamCatcher Interactive,2006.0,+12 ans,"This month of November 2006 is definitely rich in point & click adventure games with among others the release of Runaway 2, Tony Tough 2, Ankh 2, Cap Sur L'Ile Au Trésor, and of course Secret Files : Tunguska. It is obviously the latter that interests us here. So let's see if it's worth it or if it's totally wiped out by this fierce competition.",Adventure
3020,Secret Files 2: Puritas Cordis,DS,16/20,Deep Silver,2009.0,+12 ans,"Until then totally unknown to the battalion, the German studio Fusionsphere Systems turned out to the general public in 2006 with Secret Files: Tunguska, who knew how to seduce many lovers of adventure games. Building on this success, the developers have concocted a sequel, Puritas Cordis, which exploits the same recipe with the same result.",Adventure
3021,Secret Files 2: Puritas Cordis,Wii,16/20,Deep Silver,2009.0,+12 ans,"Until then totally unknown to the battalion, the German studio Fusionsphere Systems turned out to the general public in 2006 with Secret Files: Tunguska, who knew how to seduce many lovers of adventure games. Building on this success, the developers have concocted a sequel, Puritas Cordis, which exploits the same recipe with the same result.",Adventure
3022,Secret Files 2: Puritas Cordis,PC,16/20,Deep Silver,2009.0,+12 ans,"Until then totally unknown to the battalion, the German studio Fusionsphere Systems turned out to the general public in 2006 with Secret Files: Tunguska, who knew how to seduce many lovers of adventure games. Building on this success, the developers have concocted a sequel, Puritas Cordis, which exploits the same recipe with the same result.",Adventure
3023,Secret of Mana,SNES,17/20,SquareSoft,1993.0,+7 ans,"Second opus in the densest seiken series, Secret of Mana is a unique and innovative game for many players. It was a shock for all those who had not yet touched RPG. Released in 1994, his reissue on virtual console at the end of 2008 gives us a good opportunity to tackle us again on this square game acclaimed universal, and to understand the reasons.",Role-Playing
3024,Secret Weapons Over Normandy,PS2,15/20,LucasArts,2003.0,+12 ans,"Here, well, but it's the return of the creators of the legendary X-WING series! It even looks like they swapped the vessels of the inconvenience against good old Hurricanes and other Stukas. Direction therefore the heavens of the 1940s to engage in Dog Fights from behind the bundles in this arcade flight simulator.",Simulation
3025,Section 8,PC,13/20,SouthPeak Games,2009.0,+16 ans,"Section 8 is a newcomer to the futuristic multiplayer FPS genre. A genre that is relatively little represented: coming out of Battlefield 2142 and Enemy Territory: Quake Wars, it's nothing. Let us therefore rejoice at this arrival, even if it is not certain that the baby from TimeGate Studios will overshadow the two titles mentioned...",Shooter
3026,Seek and Destroy,PS2,7/20,Play It,2002.0,+3 ans,"We can now support the fact that video games, decried by some as a vector of violence and an indecent cultural contribution, are one with the other arts. Everything contributes to leading to this reflection. In-depth research into staging, innovation in the field of creation and design, as well as unfeigned work on the psychology of the characters. But is it the same when you play a tank? Hard to say, right?",Racing
3027,Sega Casino,DS,8/20,Sega,2005.0,+18 ans,"Hlow of a princess obsessed with mushrooms, a favorite playground for a plumber, the Nintendo DS becomes for some time the poor Palace Caesars. Thus, thanks to Sega Casino, the games of money are legalized in the stronghold of Nintendo and are now as many ways to win a good pack of virtual rubles.",Misc
3028,Sonic's Ultimate Genesis Collection,PS3,14/20,Sega,2009.0,+12 ans,"After the SEGA Megadrive Collection released in 2007 on PS2 and PSP, here comes the Ultimate Collection which this time is offered, for around forty euros, to owners of PS3 and Xbox 360. Few new features on the program, except These are some essentials unfairly left behind in the previous compilation.",Misc
3029,Sega Soccer Slam,PS2,12/20,Sega,2002.0,+3 ans,"It's a football game of a rather particular type that Sega offers us with its Soccer Slam. Radically arcade, no stone unturned, here is a title that should appeal to fans of multiplayer zaniness...",Sports
3030,Seiken Densetsu 3,SNES,17/20,SquareSoft,1995.0,Unknown,"Secret of Mana clearly shook up the video game world when it was released in 1994. Both innovative and full of charm, it was able to attract a large number of role-players by offering a rather simple but truly unique and gripping adventure. It is therefore on this heritage that Seiken Densetsu 3 was released a year later, a sequel which remains in the worthy lineage of its predecessor while offering its own new features.",Role-Playing
